genre,size,release_year,popularity,duration,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Blues,1,1977.0,40.0,304533.0,0.0756,0.86,0.666,0.00973,0.0501,-8.492,0.0375,98.296,0.473
Chanson,16,1968.1875,41.9375,206621.375,0.5382250000000001,0.4281874999999999,0.441625,0.00683812625,0.24560625,-10.183750000000002,0.04189375,113.365,0.528375
Classic rock,606,1973.6501650165017,56.057755775577554,254513.20627062707,0.32992353828382853,0.5251435643564352,0.5757912541254124,0.06266951334983498,0.1882356435643562,-10.047960396039615,0.04686072607260726,121.61221782178225,0.5708123762376238
Country,6,1978.5,49.166666666666664,194159.83333333334,0.6891666666666666,0.5405000000000001,0.4015,0.0002105,0.3105,-10.399333333333333,0.061516666666666664,115.66183333333333,0.5905000000000001
Disco,8,1980.25,45.625,280497.375,0.21072875000000002,0.689625,0.774625,0.1349420375,0.252125,-8.802375,0.0853875,121.19675,0.75125
Dutch rock,213,1986.2676056338028,28.849765258215964,241751.47417840376,0.35906357276995315,0.5020892018779344,0.5449431924882627,0.01246172615023474,0.29884929577464775,-10.258619718309863,0.05069342723004693,117.06152112676058,0.47417558685445993
Electronica/dance,1,1979.0,20.0,93373.0,1.3e-05,0.187,0.993,0.0229,0.421,-2.747,0.116,102.145,0.0666
Folk,14,1971.0714285714287,37.42857142857143,211838.7142857143,0.6291792857142858,0.4507142857142857,0.4184571428571429,0.008571889285714285,0.20015,-10.570857142857141,0.0581,116.39414285714284,0.5137857142857144
Hip-hop,1,1999.0,45.0,268306.0,0.878,0.327,0.426,0.000997,0.18,-11.576,0.027,93.949,0.169
House,1,1978.0,6.0,199863.0,0.00705,0.658,0.808,0.332,0.255,-8.546,0.0349,129.983,0.298
Jazz,13,1976.3076923076924,55.23076923076923,247267.23076923078,0.7993846153846154,0.4783846153846154,0.27097692307692306,0.03338723153846154,0.20646153846153845,-14.173384615384615,0.043000000000000003,117.18192307692308,0.43938461538461543
Karaoke,13,1973.4615384615386,2.0,199321.6923076923,0.21672461538461538,0.572,0.4785384615384615,0.7118230769230771,0.2171923076923077,-12.923384615384617,0.039007692307692306,122.62946153846154,0.5741538461538462
Metal,2,2002.5,58.5,296406.5,0.44235,0.3095,0.4255,0.000448,0.188,-7.518,0.0318,92.03450000000001,0.1255
Nederpop,60,1972.7333333333333,23.25,219770.9,0.3047783333333334,0.46636666666666654,0.5911500000000001,0.06352476416666669,0.23610833333333334,-9.662783333333332,0.046145,123.49593333333335,0.5737333333333335
Other,218,1977.651376146789,33.04128440366973,238518.10550458715,0.41377428486238543,0.5378169724770644,0.516261467889908,0.10389809899082567,0.2167674311926605,-10.517669724770641,0.04973853211009171,115.3849403669725,0.5306844036697247
Pop,159,1984.0691823899372,51.40880503144654,252191.17610062895,0.40033779874213854,0.5658490566037737,0.5678647798742136,0.04361703641509433,0.1896981132075472,-9.101987421383651,0.04386100628930821,120.47554716981132,0.5194704402515724
Reggae,7,1985.142857142857,56.0,260043.57142857142,0.11722428571428571,0.8028571428571427,0.5698571428571428,0.12509315714285715,0.12648571428571428,-11.274999999999997,0.05662857142857144,123.13628571428572,0.8587142857142858
Rock,259,1983.7027027027027,53.486486486486484,268493.7335907336,0.2993581111969114,0.533200772200772,0.583640154440155,0.05899405297297296,0.19060347490347476,-9.591880308880302,0.04398687258687257,118.09521235521228,0.5287702702702705
Rock-and-roll,67,1964.134328358209,49.16417910447761,165207.49253731343,0.4980582089552238,0.5294477611940296,0.5213761194029852,0.0901236671641791,0.24455970149253728,-9.907089552238805,0.04865074626865672,112.05882089552239,0.675671641791045
Singer-songwriter,3,1976.3333333333333,34.0,192711.0,0.7000000000000001,0.5803333333333334,0.3993333333333333,0.04061666666666667,0.1458,-12.430000000000001,0.031033333333333333,107.695,0.4376666666666667
Soft rock,235,1980.6,55.38723404255319,250286.82978723405,0.37114306382978707,0.5416255319148938,0.527578723404255,0.015229444893617019,0.17229489361702122,-10.391293617021281,0.040317446808510626,118.05846808510634,0.5154778723404255
Soul,62,1972.9193548387098,58.20967741935484,223737.4193548387,0.39009967741935486,0.5994032258064514,0.5167306451612903,0.05231229758064517,0.17467741935483871,-10.713741935483872,0.05606612903225808,113.43545161290324,0.6309758064516129
