genre,size,year,popularity,duration,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Blues,1,1977.0,40.0,304533.0,0.0756,0.86,0.666,0.00973,0.0501,-8.492,0.0375,98.296,0.473
Chanson,11,1966.8181818181818,45.45454545454545,204541.45454545456,0.5927272727272727,0.4285454545454545,0.4442727272727272,0.009647538181818181,0.2574545454545455,-9.727727272727272,0.04355454545454545,113.66727272727275,0.5507272727272727
Classic rock,581,1975.0309810671256,56.83132530120482,263817.8691910499,0.3191047384165232,0.5264216867469876,0.580799483648881,0.06759815808950084,0.18929104991394136,-10.097160068846826,0.045714629948364886,120.98552839931152,0.5654022375215148
Country,5,1979.0,57.4,193794.4,0.6796,0.5706,0.425,8.8e-05,0.32496,-10.3316,0.06672,107.8092,0.6162
Disco,5,1979.4,54.6,221309.0,0.23308,0.7198,0.8276,0.03525546,0.27314,-7.701600000000001,0.10033999999999998,120.61420000000001,0.7366
Dutch rock,277,1993.610108303249,29.60649819494585,242357.03610108304,0.3342405342960289,0.4977220216606496,0.5552848375451259,0.00976784624548736,0.3040155234657039,-9.471703971119139,0.045705415162454875,117.9238050541517,0.45551407942238265
Electronica/dance,2,1995.0,26.5,161679.5,0.0422565,0.43700000000000006,0.9125,0.0189,0.287,-4.5865,0.07945,118.07849999999999,0.1738
Folk,10,1976.7,41.7,254273.0,0.5886309999999999,0.4267,0.45940000000000003,0.024095565,0.23611,-10.2859,0.0656,129.0503,0.4737000000000001
Hip-hop,4,1997.25,51.5,249696.0,0.282375,0.55925,0.7284999999999999,0.27453175,0.28825,-9.539000000000001,0.0335,116.51050000000001,0.439
House,2,1993.0,7.0,338344.5,0.0035713,0.6595,0.724,0.36450000000000005,0.16705,-8.504,0.04695,129.9915,0.312
Jazz,11,1978.8181818181818,56.90909090909091,259800.72727272726,0.7940000000000002,0.4964545454545455,0.2564272727272727,0.03908763727272727,0.2058272727272727,-14.25172727272727,0.042563636363636366,123.92881818181819,0.4406363636363636
Karaoke,11,1982.6363636363637,3.090909090909091,216975.0,0.3660436363636363,0.5683636363636363,0.4076636363636364,0.7276090909090911,0.17557272727272724,-13.867727272727274,0.03852727272727272,116.43209090909092,0.43562727272727275
Metal,4,2003.75,58.5,302246.25,0.2358,0.39525,0.5702499999999999,0.0007865,0.14615,-6.6442499999999995,0.03105,94.8645,0.32149999999999995
Nederpop,29,1978.0344827586207,28.06896551724138,235133.41379310345,0.3039448275862069,0.4993793103448276,0.6032758620689654,0.09599381413793104,0.19785172413793112,-8.995137931034481,0.047789655172413785,134.42075862068967,0.5593103448275862
Other,169,1983.9940828402366,36.5207100591716,245372.95857988167,0.37618048816568045,0.5421485207100593,0.5409349112426033,0.10753689360946743,0.2229994082840236,-9.921136094674559,0.04696508875739645,114.7776982248521,0.5183532544378697
Pop,211,1993.3412322274883,57.28909952606635,260806.6777251185,0.34847520142180066,0.5774075829383887,0.5956872037914692,0.03556991516587679,0.17287156398104256,-8.049232227488151,0.04541090047393369,119.57296208530809,0.4730355450236969
Rap,6,1997.1666666666667,66.33333333333333,247748.83333333334,0.26133999999999996,0.694,0.5936666666666667,0.06639000333333334,0.3554666666666666,-9.427166666666666,0.10578333333333334,103.80666666666667,0.5541666666666667
Reggae,7,1983.2857142857142,56.714285714285715,225216.85714285713,0.13881,0.8088571428571428,0.5634285714285714,0.12455315714285715,0.12507142857142856,-10.502285714285714,0.10424285714285715,119.73557142857143,0.8474285714285715
Rock,362,1989.9972375690609,56.94475138121547,267175.1574585635,0.2494127965193372,0.524591160220995,0.6282701657458566,0.05340766488950274,0.1856618784530385,-8.561417127071817,0.045227624309392256,119.71216850828719,0.49432209944751354
Rock-and-roll,30,1965.3,56.53333333333333,172881.23333333334,0.5808700000000001,0.4884666666666667,0.4624733333333333,0.10049375833333334,0.27415,-10.7429,0.05308,117.99743333333336,0.6073000000000001
Singer-songwriter,2,1984.5,43.0,201720.0,0.6034999999999999,0.402,0.405,0.004385,0.17265,-11.5125,0.0303,130.50549999999998,0.239
Soft rock,180,1982.7055555555555,57.75,259636.11111111112,0.3620547777777777,0.5289333333333336,0.5265055555555554,0.01695711327777777,0.17729388888888892,-10.480261111111105,0.03832166666666666,117.7722722222222,0.4940827777777779
Soul,59,1975.7966101694915,60.101694915254235,227893.3220338983,0.3548827118644068,0.6228644067796608,0.5401067796610172,0.05428464542372882,0.18858644067796607,-10.23464406779661,0.0594271186440678,115.1722033898305,0.6400932203389831
Techno,1,1990.0,48.0,250760.0,0.0241,0.785,0.546,0.0681,0.0547,-13.945,0.0587,119.983,0.766
