genre,size,release_year,popularity,duration,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Chanson,4,1970.0,54.25,202096.25,0.46075,0.3725,0.5279999999999999,6.3e-07,0.3205,-8.3495,0.05285,125.36224999999999,0.5375
Classic rock,502,1976.0756972111553,59.635458167330675,274424.5458167331,0.31230680083665335,0.5211254980079675,0.5735464143426289,0.06156123808764941,0.19173266932270927,-10.164398406374504,0.04762529880478091,120.68249800796808,0.5452071713147412
Country,9,1979.5555555555557,58.0,191759.66666666666,0.5388888888888889,0.5826666666666667,0.5127777777777778,0.010087444444444444,0.3278333333333333,-9.690888888888889,0.11037777777777777,113.81400000000002,0.607
Disco,4,1982.5,56.5,232306.25,0.20735,0.758,0.754,7.9075e-05,0.32797499999999996,-9.089,0.07869999999999999,130.267,0.7650000000000001
Dutch rock,249,1995.0963855421687,33.45783132530121,243553.5903614458,0.33000530522088367,0.50725702811245,0.5574734939759035,0.017008281445783136,0.29174738955823254,-9.527236947791168,0.04961044176706826,119.23126506024096,0.44995783132530104
Electronica/dance,6,1994.6666666666667,43.333333333333336,264933.0,0.017973,0.4828333333333334,0.8145000000000001,0.3365666666666667,0.23385,-7.017833333333333,0.051133333333333336,116.49683333333333,0.2601166666666667
Folk,6,1982.6666666666667,49.0,224079.66666666666,0.579885,0.38066666666666665,0.49150000000000005,0.00015601833333333333,0.23168333333333332,-9.107666666666667,0.07931666666666666,127.34199999999998,0.4116666666666666
Hip-hop,8,2001.875,57.5,247770.75,0.25561125,0.59125,0.621375,0.299440875,0.2036125,-9.463250000000002,0.03635,116.76050000000001,0.413375
House,7,2003.0,55.0,260254.85714285713,0.017757142857142857,0.6778571428571428,0.7832857142857143,0.17589756142857144,0.1926857142857143,-6.9220000000000015,0.08714285714285715,124.34671428571427,0.4128571428571428
Jazz,8,1989.0,58.875,257322.875,0.75775,0.486,0.2693625,0.01358727625,0.169875,-13.718250000000001,0.0358875,128.14475000000002,0.45287499999999997
Karaoke,13,2001.3076923076924,5.461538461538462,236557.53846153847,0.25220838461538464,0.6484615384615385,0.4867153846153846,0.6805384615384615,0.1493076923076923,-12.51,0.06743076923076922,122.62123076923078,0.5145307692307692
Metal,9,2005.888888888889,58.77777777777778,270038.1111111111,0.11123606666666669,0.40088888888888885,0.7617777777777777,0.0005759844444444443,0.1466777777777778,-5.102777777777778,0.0403,104.85844444444446,0.38122222222222224
Nederpop,11,1984.4545454545455,35.18181818181818,261439.0909090909,0.2976545454545455,0.5290909090909092,0.6252727272727273,0.16881169000000001,0.24677272727272728,-8.111727272727272,0.05157272727272728,126.05063636363634,0.5570909090909091
Other,132,1989.8030303030303,41.71969696969697,249638.34848484848,0.3398228295454544,0.5735606060606062,0.5659999999999998,0.09423293689393937,0.198039393939394,-9.389416666666664,0.060974999999999974,115.48221969696965,0.5089265151515151
Pop,258,2000.8682170542636,63.47286821705426,260677.58139534883,0.31307659689922446,0.593550387596899,0.6139957364341083,0.04802357085271316,0.17594612403100776,-7.362341085271314,0.058168604651162775,119.91047286821706,0.45940968992248044
Rap,24,2000.75,69.58333333333333,265248.0833333333,0.18023124999999998,0.71775,0.651125,0.016608232500000004,0.2638583333333333,-6.638875,0.10774999999999997,103.17658333333334,0.4907250000000001
Reggae,5,1990.8,59.8,221498.2,0.156054,0.8096,0.4516,0.16406778000000002,0.14444,-11.804599999999999,0.06000000000000001,124.08960000000002,0.7344
Rock,507,1994.6587771203156,60.22090729783037,272223.9033530572,0.19618716360946745,0.5017179487179486,0.6653897435897438,0.05991418804733726,0.19249763313609466,-7.912303747534513,0.04803353057199211,121.64759566074943,0.45960591715976334
Rock-and-roll,23,1966.1739130434783,59.52173913043478,181908.95652173914,0.5583086956521739,0.4627826086956521,0.4445304347826088,0.05404954217391302,0.2887695652173913,-11.024478260869563,0.04872173913043478,115.32813043478261,0.5882173913043478
Singer-songwriter,2,1996.0,61.0,246600.0,0.636,0.41000000000000003,0.2787,0.07866,0.10264999999999999,-14.1685,0.03565,124.406,0.191
Soft rock,147,1983.0884353741496,60.993197278911566,264750.612244898,0.3423663945578231,0.5383265306122449,0.5393925170068024,0.020656457346938772,0.17251700680272108,-10.47900680272108,0.03895034013605442,116.89721088435371,0.5000782312925169
Soul,51,1979.5686274509803,63.372549019607845,231480.0,0.2917399999999999,0.6203529411764707,0.548364705882353,0.031427823921568634,0.16888627450980387,-9.891686274509803,0.05727843137254902,114.0027843137255,0.6168039215686276
Techno,9,1996.4444444444443,53.44444444444444,271998.77777777775,0.11341055555555554,0.5926666666666667,0.8839999999999999,0.4607766666666666,0.2065888888888889,-6.882777777777777,0.07116666666666667,150.25066666666666,0.38188888888888894
