genre,size,year,popularity,duration,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Blues,1,1977.0,40.0,304533.0,0.0756,0.86,0.666,0.00973,0.0501,-8.492,0.0375,98.296,0.473
Chanson,12,1967.0,46.416666666666664,196460.66666666666,0.6525,0.4434166666666666,0.4385833333333333,0.00884596,0.2553916666666667,-9.39125,0.042333333333333334,116.87208333333332,0.5381666666666666
Classic rock,582,1975.0017182130584,57.37972508591065,263042.3298969072,0.3191723591408935,0.5244295532646045,0.5780554982817868,0.06495762756013744,0.1917773195876288,-10.066221649484541,0.04568041237113401,120.8518762886598,0.5586230240549829
Country,4,1976.75,64.0,190363.0,0.63075,0.58725,0.49124999999999996,0.00010999999999999999,0.2712,-9.7105,0.0675,113.03525000000002,0.63225
Disco,5,1982.2,55.8,242031.6,0.25308,0.7772,0.7584,0.03506326,0.27335999999999994,-9.241200000000001,0.10635999999999998,126.45599999999999,0.7432000000000001
Dutch rock,277,1993.7184115523467,29.768953068592058,242603.9025270758,0.338046238267148,0.5013646209386282,0.5553606498194941,0.00977018216606498,0.30638050541516243,-9.519584837545128,0.046045848375451275,116.97615162454875,0.45675306859205766
Electronica/dance,2,1995.0,26.5,161679.5,0.0422565,0.43700000000000006,0.9125,0.0189,0.287,-4.5865,0.07945,118.07849999999999,0.1738
Folk,8,1979.25,45.75,262494.625,0.54316375,0.400375,0.491375,0.01524382625,0.2635125,-9.432625000000002,0.0707625,126.08275,0.434875
Hip-hop,5,2000.4,56.0,241383.4,0.227542,0.6132,0.6847999999999999,0.21990540000000003,0.24718,-9.498000000000001,0.03418,117.20700000000002,0.4412
House,3,1999.6666666666667,26.0,293683.0,0.015414200000000001,0.6236666666666667,0.7596666666666666,0.24300097666666667,0.13243333333333332,-7.408333333333332,0.04123333333333334,129.95733333333334,0.256
Jazz,10,1981.6,56.3,266583.5,0.7814,0.5112,0.26387000000000005,0.041476401,0.21210999999999997,-14.326199999999996,0.04372000000000001,122.7125,0.4669
Karaoke,15,1989.2,2.8666666666666667,221649.66666666666,0.273144,0.6046666666666667,0.4403533333333334,0.6161800000000001,0.17777999999999997,-13.156266666666665,0.04412,112.456,0.5145266666666666
Metal,4,2003.75,58.5,302246.25,0.2358,0.39525,0.5702499999999999,0.0007865,0.14615,-6.6442499999999995,0.03105,94.8645,0.32149999999999995
Nederpop,27,1983.0,29.0,242449.33333333334,0.31201851851851853,0.5024074074074073,0.5836148148148147,0.10807214851851853,0.18121851851851856,-8.74940740740741,0.04863703703703704,127.27192592592594,0.5112962962962965
Other,168,1984.6785714285713,37.38095238095238,246723.29761904763,0.3707188654761905,0.5465601190476191,0.5374107142857142,0.096327161547619,0.21064345238095233,-10.02256547619048,0.04677083333333334,113.23081547619053,0.5171279761904763
Pop,211,1995.8578199052133,58.70616113744076,262378.04265402845,0.34402188388625565,0.578094786729858,0.6015071090047395,0.04506573815165877,0.16597582938388616,-7.856260663507105,0.04686208530805689,119.52244075829385,0.46493601895734604
Rap,6,1997.1666666666667,66.33333333333333,247748.83333333334,0.26133999999999996,0.694,0.5936666666666667,0.06639000333333334,0.3554666666666666,-9.427166666666666,0.10578333333333334,103.80666666666667,0.5541666666666667
Reggae,7,1984.2857142857142,55.285714285714285,242514.0,0.08536714285714285,0.8044285714285714,0.5398571428571428,0.11827887142857144,0.12378571428571429,-11.605999999999998,0.10122857142857145,121.29771428571429,0.859
Rock,370,1990.5783783783784,57.035135135135135,266890.8405405405,0.24300607659459472,0.525702702702703,0.6349697297297299,0.05121613794594592,0.18676108108108094,-8.420802702702696,0.04540513513513511,120.07288108108101,0.4999335135135133
Rock-and-roll,27,1966.037037037037,57.48148148148148,178720.88888888888,0.5594777777777779,0.4858888888888889,0.44308148148148135,0.0788807214814815,0.2618888888888889,-11.010074074074076,0.048855555555555555,115.90903703703707,0.590037037037037
Singer-songwriter,3,1982.0,44.333333333333336,193457.66666666666,0.646,0.49466666666666675,0.4756666666666667,0.02539,0.1551,-9.624666666666666,0.0328,127.45566666666666,0.3393333333333333
Soft rock,178,1982.6404494382023,58.08426966292135,258968.95505617978,0.3643739325842696,0.5302528089887644,0.5279999999999999,0.017578610112359543,0.17390000000000005,-10.478477528089883,0.0383140449438202,117.61888202247185,0.49797696629213495
Soul,57,1976.0350877192982,59.36842105263158,228327.94736842104,0.3454926315789474,0.621035087719298,0.5436192982456142,0.05618969210526316,0.18035087719298248,-10.19163157894737,0.059438596491228075,117.13247368421054,0.6401842105263159
Techno,1,1990.0,48.0,250760.0,0.0241,0.785,0.546,0.0681,0.0547,-13.945,0.0587,119.983,0.766
