genre,size,release_year,popularity,duration,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Blues,3,1969.3333333333333,38.333333333333336,221341.66666666666,0.28686666666666666,0.669,0.629,0.0032433333333333337,0.22490000000000002,-9.111,0.055466666666666664,104.82033333333334,0.6196666666666667
Chanson,11,1966.6363636363637,45.09090909090909,195842.0909090909,0.6152727272727273,0.4185454545454545,0.39299999999999996,0.009647592727272726,0.2506363636363636,-10.75909090909091,0.043063636363636366,113.13145454545453,0.5065454545454545
Classic rock,489,1972.997955010225,55.95296523517382,243444.95501022495,0.346012928834356,0.5327770961145186,0.5706200408997958,0.04846035149284252,0.18337730061349686,-10.198300613496924,0.04818486707566461,121.1073128834357,0.5926719836400812
Country,5,1973.4,53.6,182439.8,0.7074,0.5672,0.39580000000000004,0.0002526,0.3326,-11.2028,0.06754,110.7814,0.6886000000000001
Disco,22,1980.5,47.90909090909091,275237.63636363635,0.18435168181818182,0.7107727272727273,0.7260000000000001,0.08892134181818183,0.20359545454545455,-9.290318181818183,0.06332727272727275,118.47986363636365,0.7454999999999999
Dutch rock,118,1982.0593220338983,28.135593220338983,237274.27966101695,0.3848318813559323,0.5310169491525424,0.5405508474576272,0.01070090296610169,0.29216610169491525,-10.828135593220345,0.055925423728813546,115.06899152542375,0.5132830508474573
Folk,16,1967.5,34.3125,208656.375,0.6139568750000001,0.4698125,0.43246249999999997,0.00745833375,0.21388124999999997,-10.6575,0.0541,119.67925,0.5531875
House,1,1978.0,6.0,199863.0,0.00705,0.658,0.808,0.332,0.255,-8.546,0.0349,129.983,0.298
Jazz,22,1966.7272727272727,43.5,219701.04545454544,0.6444409090909091,0.49986363636363634,0.3731318181818182,0.05954907181818183,0.2502454545454546,-13.371136363636367,0.04747272727272727,114.52036363636365,0.50185
Karaoke,17,1972.2941176470588,1.7058823529411764,203753.5294117647,0.2794278823529412,0.5650588235294116,0.4434117647058824,0.613464705882353,0.17581764705882355,-12.67364705882353,0.03972941176470588,127.01652941176474,0.5411764705882353
Nederpop,63,1971.4920634920634,23.58730158730159,212465.20634920636,0.3473417841269843,0.4845238095238094,0.5755079365079366,0.0831283928571428,0.22528730158730156,-9.537920634920633,0.04247301587301589,120.70038095238095,0.6158888888888888
Other,355,1976.0591549295775,32.628169014084506,226395.05915492956,0.38892888197183084,0.5645022535211269,0.5431036619718315,0.09966328335211268,0.2004095774647888,-10.570191549295775,0.050021971830985924,117.56565633802816,0.5905154929577466
Pop,167,1978.3293413173653,48.76646706586826,243564.95209580837,0.40097371257485004,0.5747964071856286,0.5614461077844312,0.038797178083832325,0.20715868263473056,-9.686982035928144,0.04882215568862278,119.39873053892218,0.587037125748503
Reggae,6,1984.0,54.166666666666664,226957.0,0.19085666666666667,0.757,0.5606666666666666,0.006715616666666667,0.1307,-11.296999999999999,0.05291666666666667,120.69366666666666,0.7739999999999999
Rock,187,1977.7807486631016,46.032085561497325,246547.10160427808,0.35986265775401066,0.5523850267379682,0.5452951871657756,0.046819527754010694,0.19709679144385017,-10.481438502673797,0.048618716577540085,116.94191978609624,0.5750737967914437
Rock-and-roll,121,1963.4297520661157,45.388429752066116,157574.8347107438,0.49352322314049596,0.5465123966942148,0.5585041322314053,0.03713866851239671,0.229477685950413,-9.68193388429752,0.04995785123966943,119.93584297520657,0.7167355371900829
Singer-songwriter,4,1971.75,24.5,182283.25,0.8047500000000001,0.48625,0.2165,0.013617775,0.12405,-16.3515,0.035625000000000004,108.6625,0.38425
Soft rock,260,1979.8653846153845,54.40384615384615,241601.91153846154,0.38220615384615375,0.5581423076923075,0.5317784615384613,0.013797456499999994,0.17856615384615393,-10.465315384615385,0.03908346153846151,118.39376538461536,0.5561226923076924
Soul,93,1973.9354838709678,51.645161290322584,240810.44086021505,0.3432715913978494,0.6245161290322578,0.5652150537634407,0.03594776161290322,0.1799677419354839,-10.59748387096774,0.05443655913978494,111.89302150537635,0.682505376344086
